mu_0,mu_1,mu_2,mu_3,mu_4,pattern
-1.6274336197272978,1.2337682303715365,-0.5382545615089235,0.22559470828560074,-0.17633148352711223,"(0, 0, 0, 0, 0)"
1.033866437111175,-1.4567394658842565,-0.2279833913291577,-0.2715674385302601,0.8016960609774783,"(0, 0, 0, 0, 1)"
-0.7777405736856169,-0.12192515482675459,-0.6207396402338963,0.02984962656188704,0.4121125897971449,"(0, 0, 0, 1, 0)"
0.6375209123860316,0.3553171545453622,0.63700135059711,-0.4834686057083318,-0.08689651180578024,"(0, 0, 0, 1, 1)"
-0.6616889125916867,-0.4890780078255511,-0.28054710929954063,-0.48590447610083864,-0.5976506406008707,"(0, 0, 1, 0, 0)"
-0.7900577242099105,0.16575692954304244,1.1736573748625845,0.5247044578841134,-0.13564821994756493,"(0, 0, 1, 0, 1)"
-0.6276484596819782,0.03592650793899328,-0.4504239412754991,0.13499763384188157,1.4851046492260673,"(0, 0, 1, 1, 0)"
0.21225246875170128,-0.24907825512748746,-0.8078823654504901,-0.2470226079763154,-0.14771052897007084,"(0, 0, 1, 1, 1)"
0.41480523648622447,0.20194073430821455,0.6258893195631877,-0.5334398997919022,0.885911568498138,"(0, 1, 0, 0, 0)"
0.3454344941493477,-0.05343727074307222,0.800182813656883,1.074672777053487,1.545435190754144,"(0, 1, 0, 0, 1)"
-0.9874720287258261,0.11316329704778338,0.6195449855861839,0.22318761157399725,-1.4299121926328338,"(0, 1, 0, 1, 0)"
0.16270154769147963,0.5388232729385978,-0.15720973728839485,-0.14195739191831755,0.1319188246754107,"(0, 1, 0, 1, 1)"
0.2899503003776719,0.1402190768090334,0.08415182047028212,-0.47422985052104727,0.2669779136379908,"(0, 1, 1, 0, 0)"
0.0861406468108091,0.7986657305256004,0.8477629629641544,0.13092535838310412,-0.2653665330859748,"(0, 1, 1, 0, 1)"
-0.4516506024609272,-0.24314126573222666,0.030827633105915093,-0.43840680109710467,0.49358318477790525,"(0, 1, 1, 1, 0)"
0.28531167606236807,0.4197233989476267,-0.7742195909249698,0.11977146702966067,0.5236524884216198,"(0, 1, 1, 1, 1)"
-0.6743681627600819,-0.9709405685111813,0.22285134326773418,0.5983259318805776,-0.6077695503002329,"(1, 0, 0, 0, 0)"
-0.02736185700349163,-1.1425235888644554,0.7929620660361153,0.2891363432059581,-0.0174068164319329,"(1, 0, 0, 0, 1)"
-0.5481220374300568,-1.3137915756719232,0.8740999685920832,1.150922884954983,0.23901036276818155,"(1, 0, 0, 1, 0)"
-0.12792997245377882,-0.4270363712110492,-0.869782448983791,0.38928879670224353,0.5605991110628248,"(1, 0, 0, 1, 1)"
-0.44090280723477676,0.5670013732054702,0.03292805249725094,-0.13192475088011377,-0.07194519642310064,"(1, 0, 1, 0, 0)"
0.3743885212529356,0.09736945936674452,0.055027847266660074,0.4372608766110706,0.16439847938426264,"(1, 0, 1, 0, 1)"
0.4826367283022957,0.7345599204382071,1.5464281386924594,0.3120917910219717,-0.0708204446260833,"(1, 0, 1, 1, 0)"
0.012310310665378616,-0.7933870517152343,-0.365640997709375,-0.7050044308564122,0.17592757417081878,"(1, 0, 1, 1, 1)"
-0.20975697042042896,0.6974442998313073,0.15099126964751008,1.5490586338980303,-1.3409296681534713,"(1, 1, 0, 0, 0)"
1.7877962523310749,-0.17581133736141172,0.030878641204028022,-0.16002833556046708,0.9414823531697467,"(1, 1, 0, 0, 1)"
-0.20315733855211177,-0.8998349252927547,0.2217117193652769,0.35580539377020687,0.9144487911445199,"(1, 1, 0, 1, 0)"
0.3979321876072914,0.17022683040443184,0.19846017927566342,-0.05169848861058322,0.820483271314896,"(1, 1, 0, 1, 1)"
0.261270805348312,0.46601857996207013,-1.150772686612738,0.4259040475364401,0.29718439621086135,"(1, 1, 1, 0, 0)"
-0.2834636878437514,0.5826599605420982,-0.39760998337162284,1.3823075432317926,-0.9418320556070692,"(1, 1, 1, 0, 1)"
-1.2449948206155599,-0.7913340872518695,1.3831566573447929,-0.23087000914508823,-0.9494151556037856,"(1, 1, 1, 1, 0)"
-0.8745874098859004,0.6193116449679736,0.440783622193533,-0.30756082004004875,0.9952810789618876,"(1, 1, 1, 1, 1)"
