mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,pattern
0.6745914532026864,-0.24846092726260877,0.7784511385514041,0.7855268980648001,-0.175266447275513,-0.9393380856958763,0.11692940650893753,0.019476803604849824,-0.4595513624442741,-0.5393897918356498,0.623926389894853,-0.5931368982903891,-0.47979380041662506,-0.046590708006602026,-1.049372304993715,0.03102594135284416,-0.45349173755271627,0.6681575016597021,0.053212886224750844,-0.26904408139957636,-0.26074589204760285,0.7535052851242798,0.05243385887408466,1.175879452775014,0.40004872007594083,"(0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0)"
0.03565845303429374,-0.215790038781955,1.2910170224958393,-0.2561097346348778,-0.1425362300583774,-0.6665581460270888,-0.12169305544225377,0.8303041670570874,0.3666573733370516,0.730220257192829,0.5398255638501429,0.6740594004156308,-0.30705457899606964,0.8846712442583102,-0.19448857027440408,-0.7037416353985814,0.2496533026319315,-0.050114706996015855,-0.5242744862875585,-0.4161500511967867,1.0086647946026064,-0.22188087571368745,1.1511866835936626,-0.8467638103221079,-1.927476878060461,"(0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)"
0.5884741671987654,-0.14193586590734042,0.20981568730574976,-0.6627621880090993,0.014857218563799802,-0.18832868120121316,-0.2629129959813416,-0.2880804644977841,0.550153187650877,0.1660668658258636,0.30412332279718196,0.17223816538219316,-1.0349193983429927,-0.4101058413700862,-0.2557222955904707,0.22633004267508794,0.5472186318751033,-0.40421555373344664,0.17501497556558518,-1.2136006651292064,0.4151232419736552,-0.1874979306433191,-0.6931637696422142,-1.3928827194753994,0.5096534791629034,"(1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0)"
0.014274792482768287,-1.4359472426712827,0.1819688146527217,0.1278952673553024,0.7857090357967036,-0.32924386081932794,1.328441298610789,-1.016170620194594,0.6211620706159666,0.01800473163647723,-0.11509269194954859,0.12709010879818336,-1.38777695919119,-0.1006702254815082,0.5701400956806708,-0.4836102181342091,-0.9491525745317709,-0.1277912943708815,-0.084292059519261,-0.5132114489963974,-0.7539339195245524,0.27215514571398075,-0.8265076142448221,0.885988384135895,-0.2420138032478487,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0)"
0.30506689733860115,-1.0672308859589,-0.34388931326122296,-0.11721755864551073,0.4943017298290638,-0.8168542608033453,2.526746432735355,-0.3653934902717169,0.19162601822220496,-0.8814442742271341,0.2400112030761143,0.04758614953605627,0.14340554059929844,0.6023171652081614,-0.057137034926768186,-0.5145015849295248,0.18019132231205917,-0.04721901863321063,0.4545103217081376,0.37494108903686624,1.0225693290418811,0.8036901582121195,-0.22556865206464682,-0.010710639294297313,-0.08422301708169662,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0)"
-1.5615490654349211,-0.7885100938633792,-0.0926944518487911,-0.4670301063615125,-0.8100777456745645,1.1520093949999828,0.10800115903861097,-0.7483206586732483,-0.0720884649679051,0.03374298469926277,-1.3999835224782895,0.790980173889742,0.5090177339613584,0.9740466815171649,0.059960482388248346,-0.36118740901069607,1.32942785213356,0.16739094190709597,0.48095973428723093,-0.004457619009920068,-0.14163340641886638,0.14836030297244832,0.1613455446386048,0.9482540100321218,0.8142622273162888,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1)"
1.3405269454625994,0.47249860243202185,0.6671300733246811,-0.27667448881056234,0.4379429348507833,-0.5400118907000883,0.6822783380909574,-0.5242872986097188,0.9323848294207702,-0.21896966596243075,-0.8363933544401712,-0.42787137302460293,-0.5331404147239381,0.744678219206676,0.6405432810600631,0.6111246126279498,-0.48060827450407556,-0.46836213807247523,-0.2810571663898328,-0.23669142369026203,-0.20349739594404764,-0.05284082050592133,0.23092684547110176,-0.5147047477420488,-0.5009370907622166,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)"
-0.4596855690983663,-1.2952133659044114,0.35702552735139503,-0.16593300639456451,0.8588633016428516,0.15144916699186148,0.3112425598210647,-0.7592029920133727,-0.0446205124608116,-0.22396396374863448,-0.9678597151299193,-0.7623414997920848,-0.20674074724108804,-0.5774158584355852,0.4254145608229666,0.9021184312593064,0.5104517319288506,0.3261265484543396,-0.9344613854082138,0.5151524249286985,0.9277763883480243,-1.137067588834083,0.5400036301279553,1.0033835182058308,-0.2646891814944442,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0)"
-0.29933042087405193,-0.8781332931997113,-0.34367223401484936,-0.16362750606249402,-0.174259402039295,0.5430344641808683,-0.4432602430915073,2.312639184819958,-0.21711049028754642,-0.2720585218022116,0.010740347680233102,-0.5746089315683313,-0.5570601735093383,-0.9292902137143505,0.14043804029596793,-0.19141778827887418,0.19887178999408336,-0.8867265714929408,0.08706255700655621,-0.9684532960610115,-0.47193596789169207,0.32365443568398444,-1.0338751197069012,0.1863830828137286,0.568581329005397,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0)"
0.661121531657852,-1.4719408042188638,0.8958808237483442,0.5692948432275119,0.6790391897012735,0.30755570815840255,0.4809826321279104,1.3215005629907066,0.10656472821070734,-0.4021019867904351,0.9015172250813974,0.5308487241031734,0.572571600952481,-1.016893706423061,1.173127349547334,0.21996152477284414,0.1525331814907189,-0.33569741848926327,-0.2307581001251928,-0.5021282062877644,-0.7097068198756571,0.08078548359952789,0.7168335006175197,-0.5091414141628074,-0.3002774521855705,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0)"
-0.33595148422141274,-1.3855809954480984,0.8892894722423899,-0.15144990255785132,-1.3220838276281337,-0.631063967890967,-0.774965814075209,0.48685197830988564,-1.376918574680657,-0.24347450956766623,0.6399024156380807,0.21511316553984902,1.0290662020582881,-0.18924267180173898,1.447241560016751,-0.3986513029851254,-0.1363449721599373,-0.7489967282026685,0.14464267308749892,0.5612868873155791,0.019744852018147165,1.120583686140439,0.8684946773157889,-0.004924701879798938,0.08574271597243555,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
-0.5057493986511913,0.29445093416732526,-0.25856465165606957,0.5952408530735095,-0.7364990180884251,0.45412158894100335,0.04073503569721271,0.7603199121025864,0.2797095706156653,-0.1621689794173857,-0.38500820762198973,0.18785068713779632,0.16783803963961225,-1.1381034005158865,-0.2803578608033083,-0.07288684240743132,0.9965709518888869,-0.01457392776845837,0.6825476157699907,-0.17587904928009185,0.7705106213909779,-0.6402361591311646,1.15147141729048,-0.9759680112587007,0.018051396651991666,"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1)"
0.9823627577788684,0.21508962722176214,1.0371659091302106,0.02516287064853313,0.7182543170515343,0.50606177012162,1.22483436461578,-0.7751404544082646,-0.3833420890907473,-0.6889005367552616,-0.23615108376348687,-0.8462393331320403,-0.3705387254840593,-1.0293985852690077,0.7038203582757891,-0.24592250688134934,-0.9840235333158514,0.4745639695539931,-0.2252966893860863,0.9838644126561854,-0.9770348534966615,-0.8202571465650296,-0.758671701000368,0.6472369171499227,-0.4291772049225239,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0)"
0.6463051002667936,0.240611596364755,-0.8897731031603807,-0.0886568741218901,0.6551928836412669,-0.14476312826153515,0.2763278660436389,1.1236567723020814,0.670246091881262,0.46822802363865146,-0.08892539290622957,0.8216762285504343,-0.4610641674764985,-0.35180698029102014,-0.7240246069932379,0.31520951006016146,-0.5167954861914289,0.7528943140575584,0.7960727413125277,0.5957967079981692,-0.7638060820111109,-0.28422470069721384,-1.0286378955014228,-1.0325145215713372,-0.9139564626572264,"(0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)"
0.5881431811909864,1.0734505467168534,-0.7335542198042567,0.3296239579390994,0.034009734651821194,-0.8410712339377656,-0.12499680530077059,0.14844455813353075,-1.6953898295198717,-0.886509769780827,-0.8832425941214959,-0.007073508554660051,-0.8827974724641833,-0.5841308576289362,0.27848643792103517,0.31946646601255213,1.354804191257926,-0.9287403438691587,0.02246423901858163,-0.828472019169014,0.538391087232185,-0.30396660474255416,0.7924122315791858,1.018750041883181,-0.0588868439768209,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1)"
